,Author,Quotes,Likes,Tags
21,"Neil Gaiman,",“I've been making a list of the things they don't teach you at school. They don't teach you how to love somebody. They don't teach you how to be famous. They don't teach you how to be rich or how to be poor. They don't teach you how to walk away from someone you don't love any longer. They don't teach you how to know what's going on in someone else's mind. They don't teach you what to say to someone who's dying. They don't teach you anything worth knowing.”,18535,"['dying,', 'facts,', 'fame,', 'knowing,', 'love,', 'poverty,', 'reality,', 'school,', 'teach,', 'wealth']"
22,Charles M. Schulz,“I love mankind ... it's people I can't stand!!”,18493,"['humor,', 'mankind,', 'people']"
23,"Suzanne Collins,",“You don’t forget the face of the person who was your last hope.”,18468,['the-hunger-games']
24,W.C. Fields,“I am free of all prejudice. I hate everyone equally. ”,18419,"['humor,', 'sinister']"
25,Ralph Waldo Emerson,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,18123,"['life,', 'regrets']"
26,"Oscar Wilde,",“The books that the world calls immoral are books that show the world its own shame.”,18108,"['books,', 'morality,', 'reading']"
27,Mark Twain,“I have never let my schooling interfere with my education.”,17972,"['attributed-no-source,', 'education']"
28,"John Green,",“The marks humans leave are too often scars.”,17895,"['humans,', 'pain,', 'scars']"
29,"Harper Lee,",“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,17862,['better-life-empathy']
0,"Suzanne Collins,","“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",17630,['humor']
1,"Jane Austen,","“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",17321,"['humor,', 'love,', 'romantic,', 'women']"
2,"J.M. Barrie,",“To die will be an awfully big adventure.”,17255,"['adventure,', 'love']"
3,"John Green,",“What a slut time is. She screws everybody.”,17227,
4,"Marianne Williamson,","“Our deepest fear is not that we are inadequate. Our deepest fear is that we are powerful beyond measure. It is our light, not our darkness that most frightens us. We ask ourselves, 'Who am I to be brilliant, gorgeous, talented, fabulous?' Actually, who are you not to be? You are a child of God. Your playing small does not serve the world. There is nothing enlightened about shrinking so that other people won't feel insecure around you. We are all meant to shine, as children do. We were born to make manifest the glory of God that is within us. It's not just in some of us; it's in everyone. And as we let our own light shine, we unconsciously give other people permission to do the same. As we are liberated from our own fear, our presence automatically liberates others.”",17188,"['akeelah,', 'fear,', 'inspirational']"
5,C.S. Lewis,“Some day you will be old enough to start reading fairy tales again.”,17174,"['age,', 'fairytales,', 'growing-up']"
6,"Kurt Vonnegut,","“We are what we pretend to be, so we must be careful about what we pretend to be.”",17151,"['action,', 'attitude,', 'choice,', 'imagination,', 'inspiration,', 'life,', 'pretend']"
7,Albert Einstein,“Anyone who has never made a mistake has never tried anything new.”,17137,"['attributed-no-source,', 'mistakes']"
8,E.E. Cummings,“It takes courage to grow up and become who you really are.”,17029,"['attributed-no-source,', 'courage']"
9,"Sylvia Plath,","“I can never read all the books I want; I can never be all the people I want and live all the lives I want. I can never train myself in all the skills I want. And why do I want? I want to live and feel all the shades, tones and variations of mental and physical experience possible in my life. And I am horribly limited.”",17012,"['books,', 'life,', 'limits']"
10,"Stephen Chbosky,","“And in that moment, I swear we were infinite.”",16968,['infinity']
11,"Stephen King,",“Books are a uniquely portable magic.”,16961,"['books,', 'magic,', 'reading']"
12,Lewis Carroll,"“It’s no use going back to yesterday, because I was a different person then.”",16929,"['alice,', 'humor,', 'inspirational,', 'philosophy-of-life,', 'psychological,', 'yesterday']"
13,Madeleine L'Engle,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",16906,"['books,', 'children,', 'difficult,', 'grown-ups,', 'write,', 'writers,', 'writing']"
14,"Jimi Hendrix,","“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",16902,"['death,', 'life']"
15,Khaled Hosseini,“But better to get hurt by the truth than comforted with a lie.”,16793,['life']
16,"John Green,",“Books are the ultimate Dumpees: put them down and they’ll wait for you forever; pay attention to them and they always love you back.”,16755,"['books,', 'reading']"
17,"Veronica Roth,","“We believe in ordinary acts of bravery, in the courage that drives one person to stand up for another.”",16722,"['inspirational-quotes,', 'strength-and-courage']"
18,"Oscar Wilde,",“The truth is rarely pure and never simple.”,16625,['truth']
19,"Nicholas Sparks,","“So it's not gonna be easy. It's going to be really hard; we're gonna have to work at this everyday, but I want to do that because I want you. I want all of you, forever, everyday. You and me... everyday.”",16607,"['love,', 'marriage']"
20,Linda Grayson,"“There is nothing better than a friend, unless it is a friend with chocolate.”",16605,"['chocolate,', 'friendship']"
21,"Ayn Rand,","“[Dean] “My dear fellow, who will let you?”",16581,
22,"John Green,","“There are infinite numbers between 0 and 1. There's .1 and .12 and .112 and an infinite collection of others. Of course, there is a bigger infinite set of numbers between 0 and 2, or between 0 and a million. Some infinities are bigger than other infinities. A writer we used to like taught us that. There are days, many of them, when I resent the size of my unbounded set. I want more numbers than I'm likely to get, and God, I want more numbers for Augustus Waters than he got. But, Gus, my love, I cannot tell you how thankful I am for our little infinity. I wouldn't trade it for the world. You gave me a forever within the numbered days, and I'm grateful.”",16471,['infinity']
23,"George R.R. Martin,","“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",16427,"['books,', 'mind']"
24,"J.K. Rowling,","“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",16407,['truth']
25,C.S. Lewis,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",16231,"['christianity,', 'faith,', 'religion,', 'sun']"
26,Mark Twain,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,16211,"['death,', 'life']"
27,"J.K. Rowling,","“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",16135,['integrity']
28,"Haruki Murakami,",“Memories warm you up from the inside. But they also tear you apart.”,16028,['memories']
29,Mark Twain,“A lie can travel half way around the world while the truth is putting on its shoes.”,15917,"['misattributed-mark-twain,', 'truth']"
0,Mark Twain,“Never tell the truth to people who are not worthy of it.”,15839,['truth']
1,"Charles J. Sykes,",“Be nice to nerds. You may end up working for them. We all could.”,15603,"['humor,', 'misattributed-to-bill-gates,', 'nerd,', 'nerds,', 'work']"
2,"Nicholas Sparks,","“Just when you think it can't get any worse, it can. And just when you think it can't get any better, it can.”",15596,"['life,', 'love']"
3,Aristotle,“Knowing yourself is the beginning of all wisdom.”,15537,"['introspection,', 'self-discovery,', 'wisdom']"
4,"Alfred Lord Tennyson,",“Tis better to have loved and lost,15535,"['love,', 'paraphrase-of-congreve']"
5,"Pablo Neruda,","“I love you as certain dark things are to be loved,",15474,"['love,', 'poetry']"
6,"Chuck Palahniuk,","“It's so hard to forget pain, but it's even harder to remember sweetness. We have no scar to show for happiness. We learn so little from peace.”",15444,"['happiness,', 'pain,', 'peace,', 'scar,', 'sweetness']"
7,"Cassandra Clare,",“Only the very weak-minded refuse to be influenced by literature and poetry.”,15333,"['books,', 'literature,', 'philosphy,', 'poetry,', 'reading']"
8,"J.K. Rowling,","“Do you remember me telling you we are practicing non-verbal spells, Potter?""",15329,"['humor,', 'rebellion,', 'sarcasm']"
9,"Paulo Coelho,",“It's the possibility of having a dream come true that makes life interesting.”,15279,['inspirational']
10,"William Shakespeare,","“Be not afraid of greatness. Some are born great, some achieve greatness, and others have greatness thrust upon them.”",15217,['greatness']
11,"Maya Angelou,","“What you're supposed to do when you don't like a thing is change it. If you can't change it, change the way you think about it. Don't complain.”",15124,"['1993,', 'advice,', 'complaining,', 'inspirational']"
12,"Ernest Hemingway,",“Happiness in intelligent people is the rarest thing I know.”,14738,['happiness']
13,Nicolas Chamfort,“A day without laughter is a day wasted.”,14726,['philosophy']
